Days,Miles,Receipts,
13,135.00,1911.42,
1,914.00,917.33,
3,315.00,666.07,
12,664.00,614.88,
13,124.00,69.79,
7,910.00,2487.83,
14,596.00,2250.94,
3,911.00,1994.97,
4,258.00,2149.86,
9,616.00,1929.68,
1,381.00,199.77,
9,657.00,2436.41,
5,721.00,699.79,
14,412.00,512.56,
13,71.00,1735.36,
10,835.00,101.55,
13,59.00,287.66,
8,855.00,2230.39,
2,960.00,648.01,
13,1065.00,69.15,
12,743.00,959.02,
1,709.00,615.38,
2,1088.00,1927.06,
2,928.00,284.26,
9,133.00,43.25,
13,756.00,566.87,
6,967.00,980.76,
9,583.00,686.58,
11,258.00,2341.49,
7,518.00,1327.97,
5,889.00,539.99,
7,1180.00,2005.65,
11,299.00,1272.58,
4,937.00,1763.74,
9,528.00,1638.06,
4,202.00,2201.42,
5,1088.00,848.78,
3,385.00,661.98,
12,301.00,1540.10,
11,880.00,1850.84,
8,313.00,101.50,
5,285.00,461.94,
5,1090.00,160.49,
11,455.00,1749.73,
12,1054.00,2367.46,
7,984.00,283.37,
13,917.00,1348.78,
12,931.00,416.59,
7,1054.00,423.28,
11,1046.00,1742.76,
5,28.00,1192.71,
13,764.00,1728.90,
12,22.00,422.67,
3,413.00,1748.03,
5,335.00,1575.87,
11,423.00,92.00,
6,1138.00,1406.40,
2,293.00,1622.13,
8,1183.00,65.92,
10,809.00,2382.96,
10,1172.00,373.88,
14,211.00,285.56,
6,864.00,1914.13,
13,971.00,1406.55,
8,421.00,1724.36,
6,1067.00,846.44,
1,1203.00,902.80,
6,40.00,908.72,
6,278.00,996.40,
4,636.00,2403.63,
2,215.00,2411.01,
13,804.00,1533.12,
7,498.00,1525.52,
2,1109.00,1005.15,
1,365.00,2144.91,
4,181.00,772.36,
13,415.00,2268.35,
6,1119.00,826.40,
4,279.00,1147.44,
3,529.00,2361.05,
14,748.00,2401.58,
14,1200.00,1708.77,
8,193.00,405.30,
6,833.00,1542.76,
11,760.00,865.82,
5,606.00,191.53,
1,406.00,246.75,
12,730.00,798.19,
3,887.00,1016.74,
3,239.00,1521.10,
9,855.00,231.02,
12,88.00,68.36,
8,650.00,2205.19,
13,87.00,1957.07,
5,178.00,1706.04,
11,595.00,2290.53,
12,508.00,1031.39,
4,270.00,1454.16,
5,537.00,637.75,
5,521.00,1645.80,
6,659.00,482.09,
7,1104.00,223.77,
14,250.00,946.02,
3,535.00,891.19,
1,865.00,850.11,
4,535.00,286.19,
13,289.00,499.85,
14,309.00,2260.06,
12,1096.00,1631.83,
5,980.00,1762.43,
10,1157.00,2109.22,
1,265.00,2049.06,
7,565.00,2087.11,
13,112.00,1083.08,
4,186.00,1085.06,
3,164.00,1760.72,
7,1081.00,1470.76,
3,100.00,1237.21,
8,706.00,1936.19,
12,140.00,1216.08,
10,1148.00,1557.24,
7,347.00,1335.57,
3,317.00,1738.42,
6,164.00,1402.54,
9,987.00,1470.73,
8,634.00,223.64,
10,353.00,192.45,
3,319.00,2394.14,
5,442.00,1580.26,
6,461.00,605.66,
8,334.00,697.95,
6,596.00,747.41,
13,714.00,313.33,
6,883.00,1185.32,
2,588.00,1969.07,
11,303.00,888.34,
12,763.00,2276.47,
7,964.00,781.41,
11,281.00,2075.03,
1,306.00,116.33,
2,243.00,228.94,
8,982.00,1279.18,
9,615.00,1475.14,
8,716.00,69.63,
10,928.00,1638.16,
9,24.00,620.56,
14,238.00,525.79,
3,604.00,366.83,
11,137.00,1728.83,
1,259.00,2306.57,
13,1020.00,1874.71,
6,516.00,284.72,
8,1185.00,675.98,
2,582.00,1883.45,
4,375.00,363.77,
14,452.00,2109.36,
1,121.00,2341.02,
6,238.00,81.46,
5,1142.00,650.85,
6,676.00,2040.89,
4,1099.00,2257.46,
2,183.00,1771.14,
11,863.00,1435.31,
4,578.00,1247.13,
4,446.00,106.70,
11,862.00,1925.31,
12,1103.00,1647.44,
1,884.00,2210.64,
7,1069.00,1180.31,
7,586.00,787.96,
13,1176.00,1565.73,
3,780.00,878.96,
9,865.00,1671.92,
14,168.00,208.35,
3,660.00,1180.95,
13,94.00,265.79,
7,1061.00,390.62,
5,513.00,2091.65,
3,1170.00,1254.66,
7,201.00,1013.75,
4,531.00,2257.04,
6,274.00,118.22,
4,256.00,669.24,
2,998.00,1585.97,
10,316.00,839.45,
8,987.00,1378.86,
14,618.00,1420.54,
9,317.00,1750.45,
3,1048.00,221.71,
9,535.00,855.30,
6,1004.00,365.88,
11,239.00,301.33,
6,507.00,1993.58,
4,139.00,827.59,
3,673.00,1430.16,
13,955.00,461.29,
2,573.00,2161.33,
8,720.00,776.95,
9,746.00,1833.92,
2,222.00,929.47,
11,465.00,62.58,
10,832.00,1806.33,
2,408.00,2337.53,
11,965.00,968.40,
6,119.00,811.38,
7,599.00,160.30,
8,1167.00,2028.72,
13,279.00,520.01,
14,974.00,235.62,
9,627.00,1639.76,
14,760.00,747.74,
2,796.00,1035.30,
1,155.00,192.65,
11,1003.00,2267.05,
14,884.00,228.32,
8,1083.00,976.86,
4,940.00,893.93,
9,82.00,1797.20,
13,871.00,50.03,
14,813.00,1619.91,
5,946.00,1688.00,
12,513.00,2457.28,
4,846.00,1906.94,
8,801.00,1484.09,
3,834.00,372.45,
14,499.00,1614.44,
3,1032.00,2185.32,
5,222.00,1642.14,
10,677.00,1287.03,
11,824.00,2454.45,
3,1166.00,2225.13,
7,1039.00,583.37,
14,316.00,1703.98,
12,472.00,1993.73,
3,13.00,1171.87,
5,870.00,2004.60,
3,386.00,1408.95,
1,786.00,753.65,
6,104.00,659.54,
13,496.00,878.87,
13,868.00,1576.00,
10,68.00,837.38,
1,23.00,917.49,
7,416.00,1819.81,
5,333.00,401.84,
8,554.00,2150.39,
14,867.00,371.83,
8,926.00,290.77,
6,203.00,2256.39,
8,258.00,2126.66,
7,309.00,1644.45,
1,1120.00,798.23,
11,632.00,2485.06,
14,360.00,580.54,
9,881.00,274.75,
1,18.00,2345.41,
11,441.00,995.04,
7,130.00,2471.00,
4,562.00,1891.26,
4,77.00,1070.99,
7,124.00,1020.10,
9,312.00,538.85,
9,1078.00,2072.06,
1,846.00,1064.95,
13,98.00,1114.77,
9,588.00,646.96,
13,1186.00,1710.39,
6,1078.00,1295.00,
11,931.00,232.50,
14,431.00,2137.56,
1,415.00,2246.81,
10,731.00,2236.49,
8,290.00,1634.53,
9,1145.00,138.84,
14,181.00,875.59,
8,556.00,2417.53,
12,156.00,864.53,
6,54.00,517.45,
9,451.00,1747.32,
2,764.00,1262.16,
2,357.00,894.77,
12,1059.00,1714.24,
10,40.00,947.04,
13,329.00,1922.34,
6,1181.00,71.73,
3,1170.00,1639.19,
4,665.00,760.69,
12,1089.00,1975.62,
3,731.00,2455.53,
14,802.00,2177.38,
4,1178.00,1391.35,
10,1149.00,682.03,
13,546.00,1074.99,
4,84.00,838.04,
6,377.00,2002.64,
5,342.00,421.26,
1,802.00,1933.95,
9,815.00,264.14,
11,916.00,147.79,
2,5.00,1392.52,
9,957.00,1308.20,
10,691.00,1545.03,
9,97.00,1841.50,
9,1010.00,153.77,
13,274.00,84.22,
11,342.00,1172.35,
14,1034.00,1402.55,
6,936.00,2362.74,
1,428.00,702.14,
3,200.00,1154.90,
6,33.00,863.79,
7,269.00,2112.91,
2,689.00,1788.55,
5,524.00,1966.85,
5,1187.00,1030.16,
3,651.00,1569.11,
1,125.00,375.94,
9,42.00,2177.21,
12,436.00,1486.42,
4,589.00,1153.62,
7,358.00,1755.72,
6,918.00,135.89,
11,831.00,1196.25,
7,812.00,1158.91,
14,119.00,568.70,
1,867.00,282.11,
14,1147.00,1732.64,
12,685.00,125.45,
10,607.00,1375.06,
5,716.00,2362.47,
1,881.00,1828.44,
10,1054.00,1638.34,
4,1174.00,788.81,
8,1097.00,796.42,
9,1101.00,2440.42,
1,652.00,14.95,
3,190.00,1490.98,
1,91.00,446.20,
11,840.00,895.11,
11,228.00,68.83,
2,913.00,648.78,
13,483.00,2073.11,
7,921.00,1175.79,
12,128.00,184.98,
7,92.00,1340.11,
4,842.00,1342.10,
13,931.00,1278.23,
11,797.00,1988.15,
2,51.00,374.71,
10,211.00,2381.05,
8,883.00,195.56,
14,861.00,2343.76,
4,19.00,1519.53,
9,1123.00,1533.39,
9,1066.00,920.34,
11,1136.00,1799.07,
8,38.00,2224.46,
9,682.00,1380.51,
1,418.00,1531.82,
2,745.00,2421.01,
6,241.00,286.92,
10,524.00,1524.31,
9,5.00,2176.81,
3,1096.00,600.46,
6,1008.00,399.85,
5,938.00,1191.41,
1,1168.00,1644.78,
13,108.00,1747.65,
1,355.00,13.93,
5,921.00,2098.10,
5,723.00,2417.93,
13,348.00,481.79,
5,836.00,551.39,
5,489.00,164.74,
4,446.00,2439.45,
12,106.00,769.26,
9,655.00,552.86,
9,1110.00,334.62,
6,1200.00,202.40,
9,265.00,1276.26,
6,289.00,1276.98,
7,802.00,17.33,
14,1133.00,378.23,
4,626.00,1976.43,
7,552.00,950.80,
6,191.00,1868.39,
3,939.00,1018.37,
7,732.00,2300.66,
14,920.00,919.60,
6,1100.00,350.15,
5,634.00,794.17,
1,16.00,1155.52,
10,188.00,2160.57,
10,369.00,154.42,
2,754.00,437.24,
11,1046.00,254.47,
11,243.00,353.88,
12,832.00,1169.47,
13,513.00,774.18,
6,103.00,810.40,
11,954.00,889.88,
5,572.00,728.02,
11,1092.00,1819.59,
3,396.00,1222.45,
14,549.00,53.11,
3,420.00,1303.11,
4,739.00,160.63,
13,976.00,82.94,
13,971.00,185.28,
10,188.00,996.97,
13,725.00,2412.97,
11,154.00,445.96,
2,335.00,1514.12,
4,367.00,1372.53,
14,96.00,1266.35,
1,371.00,669.47,
11,853.00,624.89,
1,1139.00,1537.28,
9,441.00,443.17,
13,525.00,1891.53,
12,1080.00,2422.38,
3,297.00,1005.46,
2,439.00,1785.96,
5,114.00,1162.99,
11,356.00,1879.32,
10,486.00,1563.20,
1,685.00,1623.93,
3,26.00,2389.50,
6,370.00,99.40,
13,970.00,1060.81,
12,373.00,726.60,
7,989.00,1147.00,
12,437.00,599.92,
14,27.00,201.18,
13,930.00,1855.82,
10,580.00,854.39,
3,799.00,2388.16,
4,703.00,809.00,
8,481.00,1702.02,
3,844.00,2358.20,
11,1039.00,332.91,
2,143.00,1924.26,
9,195.00,556.06,
9,921.00,571.58,
3,200.00,1747.77,
13,1131.00,276.99,
8,140.00,1175.83,
6,91.00,615.61,
1,731.00,2409.27,
3,948.00,707.63,
1,568.00,2418.31,
4,569.00,1139.44,
11,310.00,1264.26,
13,585.00,1882.21,
11,262.00,2190.49,
4,41.00,1349.39,
13,726.00,1430.81,
9,553.00,384.64,
7,406.00,1621.83,
7,677.00,594.97,
8,747.00,1409.52,
11,608.00,574.75,
1,446.00,1928.55,
9,243.00,2137.52,
4,773.00,1717.97,
10,774.00,886.90,
4,214.00,727.04,
6,282.00,877.55,
11,1044.00,1044.00,
9,822.00,1773.95,
11,711.00,1049.83,
12,942.00,488.26,
13,739.00,1978.00,
12,518.00,1248.01,
7,1146.00,1018.88,
9,325.00,1980.00,
7,194.00,1650.00,
5,369.00,2206.43,
11,753.00,1209.01,
3,1128.00,2130.31,
10,1001.00,241.26,
3,416.00,2350.42,
8,95.00,2120.05,
9,37.00,1039.97,
10,75.00,131.20,
6,179.00,853.39,
7,1048.00,2478.57,
2,711.00,1040.75,
13,988.00,685.27,
12,874.00,1156.39,
14,290.00,2427.99,
9,131.00,1446.01,
8,362.00,403.08,
5,393.00,1749.89,
13,996.00,2417.10,
3,115.00,75.19,
5,151.00,1688.27,
2,607.00,1411.39,
11,49.00,2257.88,
6,369.00,1794.76,
7,842.00,407.69,
10,203.00,978.92,
12,25.00,118.12,
7,66.00,213.75,
2,495.00,1383.78,
8,792.00,1177.34,
14,701.00,2055.59,
6,1117.00,1120.26,
14,242.00,2473.65,
13,77.00,932.98,
13,440.00,1094.55,
13,53.00,1659.19,
7,1068.00,1801.11,
8,385.00,420.60,
12,399.00,1479.07,
2,43.00,702.72,
11,298.00,215.87,
10,627.00,440.99,
6,21.00,1903.22,
6,767.00,351.46,
10,303.00,2167.52,
8,712.00,557.00,
5,445.00,1700.20,
4,1075.00,1460.60,
9,709.00,1347.11,
1,652.00,2499.67,
9,999.00,597.03,
11,421.00,1441.93,
1,791.00,1132.93,
4,1151.00,1477.33,
13,570.00,1709.45,
8,689.00,1984.32,
4,54.00,899.71,
2,343.00,1259.04,
5,827.00,1950.24,
3,36.00,2033.98,
9,176.00,1025.82,
1,244.00,908.86,
6,465.00,469.93,
6,983.00,813.44,
13,244.00,1546.85,
5,652.00,500.75,
9,337.00,142.29,
1,244.00,1494.81,
11,548.00,1977.31,
1,910.00,1708.13,
3,311.00,1525.07,
6,420.00,591.13,
10,822.00,1821.44,
4,958.00,1176.20,
10,308.00,1962.77,
11,402.00,2165.41,
1,1059.00,2142.91,
4,421.00,1051.75,
3,636.00,218.68,
13,563.00,673.64,
13,123.00,144.10,
6,661.00,110.71,
9,860.00,994.10,
14,908.00,1970.49,
2,181.00,2312.22,
14,883.00,1931.74,
14,141.00,343.15,
11,533.00,759.17,
9,108.00,762.17,
8,383.00,526.93,
7,484.00,680.86,
3,328.00,1192.31,
6,170.00,2217.58,
13,897.00,569.44,
2,999.00,574.86,
4,466.00,1579.82,
12,996.00,2351.09,
9,120.00,1123.17,
3,672.00,1019.53,
5,1131.00,2205.28,
8,564.00,1513.05,
11,1132.00,2279.81,
10,1027.00,340.35,
4,453.00,821.08,
3,1188.00,1074.96,
8,1182.00,776.78,
8,237.00,950.00,
4,909.00,826.70,
7,455.00,1574.45,
1,114.00,1596.22,
1,717.00,194.05,
14,9.00,2437.21,
10,258.00,1590.09,
7,425.00,225.58,
4,399.00,906.01,
8,1004.00,438.19,
5,946.00,247.69,
11,71.00,1562.20,
9,300.00,1191.99,
4,275.00,1099.26,
10,518.00,706.92,
8,761.00,2487.96,
4,746.00,2475.73,
5,740.00,1592.04,
6,1067.00,1728.85,
7,343.00,1091.14,
4,378.00,1389.09,
14,217.00,1087.46,
9,931.00,2441.12,
10,581.00,1867.26,
7,1182.00,977.94,
7,933.00,1845.25,
4,952.00,1647.12,
9,762.00,2197.27,
12,815.00,167.42,
12,706.00,714.38,
7,763.00,617.05,
4,801.00,795.51,
8,864.00,2383.05,
11,279.00,877.76,
6,620.00,728.06,
10,745.00,987.07,
7,211.00,355.35,
6,952.00,1167.23,
1,1193.00,914.92,
9,277.00,676.82,
6,266.00,819.34,
13,761.00,1636.02,
8,598.00,1131.46,
2,786.00,2115.10,
7,595.00,2388.01,
3,282.00,2393.75,
6,343.00,1489.30,
4,725.00,450.65,
4,121.00,2113.45,
9,478.00,491.76,
4,346.00,1864.91,
5,717.00,1915.38,
5,484.00,695.25,
6,139.00,1137.70,
4,254.00,2488.76,
2,201.00,976.77,
1,429.00,2432.08,
13,152.00,360.67,
3,848.00,2438.06,
7,985.00,2448.90,
9,426.00,581.49,
13,645.00,302.67,
7,239.00,232.35,
14,713.00,772.64,
8,21.00,40.37,
9,195.00,809.74,
5,262.00,652.75,
3,467.00,1750.87,
8,460.00,2140.57,
8,985.00,1160.50,
12,1145.00,1037.89,
2,349.00,2156.06,
9,1094.00,1628.99,
4,347.00,630.42,
5,346.00,685.65,
13,798.00,2095.44,
5,1050.00,1005.33,
1,1070.00,1295.90,
9,144.00,1077.95,
3,929.00,2057.16,
3,758.00,917.31,
12,886.00,1650.85,
11,1147.00,609.17,
5,128.00,843.09,
8,1020.00,1085.46,
14,1121.00,1819.76,
14,954.00,985.59,
4,721.00,2404.07,
10,68.00,1290.67,
7,46.00,654.77,
9,549.00,1125.98,
1,478.00,1539.39,
3,791.00,1429.18,
4,350.00,2229.36,
6,706.00,331.61,
1,800.00,280.07,
14,736.00,1543.19,
13,533.00,776.31,
5,619.00,213.57,
5,347.00,1271.54,
11,116.00,1906.63,
4,405.00,976.12,
11,78.00,1873.47,
13,568.00,1653.55,
7,666.00,362.32,
3,260.00,770.37,
10,620.00,769.74,
6,802.00,1210.31,
8,247.00,78.25,
4,543.00,137.18,
6,119.00,121.63,
7,763.00,1853.73,
11,439.00,1983.16,
7,1000.00,643.37,
10,891.00,1574.39,
2,357.00,1402.18,
12,901.00,1150.20,
4,826.00,2009.36,
6,503.00,971.47,
11,571.00,1036.12,
14,727.00,1813.30,
8,531.00,1493.40,
10,1111.00,362.71,
9,208.00,1668.52,
11,386.00,43.25,
7,208.00,416.37,
3,1004.00,1894.24,
7,299.00,2314.55,
11,1121.00,657.16,
12,27.00,2452.71,
4,1092.00,472.13,
11,885.00,964.27,
12,534.00,1576.61,
10,732.00,1069.13,
11,1123.00,2284.64,
12,1015.00,731.84,
5,762.00,1908.14,
3,342.00,2243.82,
13,1181.00,1416.04,
10,902.00,2190.22,
3,884.00,819.33,
9,179.00,448.37,
6,426.00,52.93,
8,919.00,2359.02,
11,515.00,236.29,
10,945.00,780.26,
12,377.00,2481.36,
8,138.00,2463.29,
14,455.00,48.03,
3,264.00,2354.36,
9,684.00,732.59,
7,626.00,986.24,
9,247.00,184.94,
4,26.00,1993.09,
6,910.00,1740.88,
3,880.00,403.97,
8,733.00,1814.33,
4,1126.00,575.24,
4,1175.00,2263.34,
4,401.00,1707.82,
2,507.00,1073.20,
3,1123.00,428.26,
8,428.00,1314.24,
13,217.00,917.81,
2,1074.00,1892.42,
8,195.00,2460.34,
7,706.00,638.75,
11,1071.00,780.12,
10,981.00,490.54,
6,1186.00,714.58,
1,1051.00,1480.13,
14,315.00,1665.45,
9,153.00,687.47,
14,311.00,2474.09,
12,612.00,1028.85,
8,607.00,2460.11,
5,212.00,165.69,
4,220.00,477.40,
11,1050.00,2342.35,
13,410.00,67.97,
9,295.00,166.66,
10,50.00,1738.77,
14,24.00,514.12,
7,530.00,2356.59,
14,335.00,1167.49,
7,743.00,904.34,
11,864.00,926.26,
10,721.00,1060.15,
10,14.00,1903.80,
10,1115.00,2162.08,
8,893.00,1714.36,
14,527.00,498.50,
4,1149.00,971.81,
2,717.00,2149.37,
2,1195.00,1830.89,
3,863.00,796.78,
5,693.00,617.38,
3,807.00,2067.16,
3,898.00,986.70,
3,589.00,988.65,
6,389.00,1509.83,
4,1199.00,2225.47,
4,447.00,1004.80,
14,755.00,720.18,
9,869.00,2319.60,
2,27.00,768.05,
4,246.00,624.01,
10,636.00,1580.17,
5,246.00,1379.15,
5,715.00,902.59,
5,985.00,1743.56,
7,327.00,1982.91,
1,463.00,1570.92,
7,812.00,86.07,
9,656.00,2157.33,
1,791.00,1445.37,
8,642.00,289.85,
10,911.00,1541.45,
3,582.00,1839.77,
10,855.00,1656.35,
7,428.00,1164.42,
14,539.00,983.47,
12,576.00,218.48,
2,862.00,1564.10,
7,628.00,2359.88,
10,734.00,2385.04,
10,1135.00,1257.39,
9,49.00,760.80,
2,715.00,292.24,
3,80.00,1798.45,
14,1021.00,501.87,
5,898.00,97.36,
8,142.00,481.90,
9,847.00,1633.02,
3,715.00,847.11,
8,1170.00,2415.25,
12,513.00,612.66,
5,790.00,1970.15,
12,950.00,2181.73,
12,506.00,1141.93,
14,118.00,331.56,
2,857.00,2171.76,
9,610.00,1613.57,
3,1195.00,733.57,
2,1041.00,442.07,
5,96.00,455.36,
1,470.00,1579.00,
13,688.00,1102.08,
12,986.00,773.97,
2,422.00,694.44,
10,1092.00,467.24,
6,261.00,1400.25,
11,421.00,1390.43,
6,192.00,2270.54,
14,518.00,1778.81,
13,1050.00,1957.15,
8,896.00,1767.21,
2,824.00,1683.58,
13,951.00,1809.52,
6,735.00,299.84,
2,270.00,1098.73,
2,367.00,413.77,
5,734.00,2309.38,
4,391.00,2135.11,
2,445.00,1494.63,
3,835.00,2030.46,
7,658.00,1126.03,
13,1047.00,1059.01,
6,1117.00,2047.05,
12,458.00,1877.29,
5,797.00,892.83,
1,962.00,1736.46,
8,114.00,1464.11,
4,1176.00,1579.23,
12,1096.00,903.55,
13,816.00,1647.05,
5,108.00,1281.52,
10,221.00,349.77,
8,694.00,1150.87,
14,18.00,944.91,
13,631.00,81.32,
9,976.00,593.12,
1,1063.00,2201.08,
8,1117.00,1740.41,
11,526.00,486.53,
10,584.00,400.17,
12,272.00,826.18,
2,339.00,341.65,
6,160.00,2491.19,
9,199.00,2207.50,
6,480.00,1602.42,
6,151.00,1273.83,
2,49.00,1831.46,
11,633.00,420.40,
14,984.00,265.73,
8,301.00,754.48,
7,55.00,113.82,
7,252.00,2140.89,
11,247.00,258.77,
10,352.00,2353.23,
9,600.00,304.16,
11,718.00,1414.52,
2,1044.00,681.49,
7,1161.00,952.84,
12,836.00,2196.23,
14,11.00,1697.03,
4,740.00,1746.05,
11,802.00,1590.00,
9,53.00,999.60,
6,997.00,1193.58,
3,13.00,565.45,
3,15.00,2050.20,
13,1144.00,1667.19,
6,859.00,305.66,
13,491.00,514.46,
6,84.00,1483.50,
8,364.00,1919.53,
2,400.00,8.83,
8,34.00,2314.88,
2,889.00,2303.61,
6,386.00,918.59,
13,931.00,2286.33,
12,905.00,1897.44,
1,167.00,518.04,
8,237.00,1980.28,
3,257.00,114.29,
12,165.00,1157.97,
1,651.00,2378.89,
10,492.00,2082.89,
4,241.00,1627.75,
10,789.00,2209.48,
12,943.00,1160.54,
3,331.00,232.54,
1,29.00,317.54,
1,740.00,1820.81,
7,529.00,731.56,
9,787.00,517.73,
11,818.00,573.81,
5,265.00,661.67,
6,667.00,1813.94,
9,440.00,193.49,
7,887.00,2110.91,
3,730.00,1921.26,
11,85.00,393.96,
6,312.00,363.45,
1,529.00,1271.20,
12,97.00,1449.40,
11,1179.00,776.52,
6,68.00,617.84,
4,832.00,2231.35,
5,417.00,2043.78,
12,257.00,670.28,
3,405.00,469.97,
9,128.00,393.98,
9,27.00,1954.60,
9,1196.00,292.82,
10,824.00,170.82,
8,101.00,1182.87,
10,376.00,213.80,
4,976.00,2005.43,
4,163.00,570.61,
12,926.00,117.07,
5,626.00,2382.61,
10,395.00,1962.74,
7,1130.00,1346.26,
9,612.00,1400.30,
7,874.00,695.42,
6,372.00,418.52,
11,632.00,2378.61,
5,468.00,199.81,
6,296.00,1788.89,
12,641.00,351.39,
11,36.00,1349.28,
2,213.00,2254.11,
3,889.00,891.54,
7,23.00,2231.07,
5,267.00,1846.48,
6,269.00,1590.20,
4,1146.00,1003.98,
14,619.00,1331.61,
11,929.00,2413.50,
14,477.00,1270.44,
8,458.00,167.41,
8,904.00,1921.07,
3,120.00,1716.01,
7,536.00,1054.76,
13,719.00,1744.68,
7,413.00,1847.98,
5,709.00,2239.36,
1,993.00,617.49,
7,190.00,903.38,
9,585.00,825.52,
8,924.00,1256.85,
7,414.00,1054.77,
11,838.00,1182.46,
9,795.00,2014.01,
4,1010.00,107.43,
11,243.00,1158.47,
11,317.00,1401.92,
13,483.00,2106.47,
1,639.00,921.13,
9,832.00,57.84,
8,312.00,354.36,
6,170.00,1338.03,
13,1112.00,1628.26,
11,487.00,61.38,
14,165.00,1980.62,
6,316.00,1500.44,
2,77.00,2084.02,
9,71.00,10.34,
5,699.00,2192.70,
9,265.00,436.82,
8,128.00,2318.51,
1,1040.00,196.61,
1,7.00,2172.28,
11,710.00,292.41,
7,284.00,916.65,
9,842.00,1095.27,
14,976.00,984.58,
12,176.00,189.86,
6,600.00,1775.70,
6,570.00,286.51,
7,202.00,114.38,
12,1183.00,387.99,
8,629.00,647.45,
7,194.00,431.23,
2,1011.00,1710.69,
14,122.00,2283.26,
2,1152.00,828.97,
2,1136.00,1894.36,
11,832.00,328.39,
2,761.00,1048.32,
2,1179.00,1429.44,
4,382.00,2285.55,
13,72.00,716.10,
8,768.00,635.84,
12,1065.00,9.78,
3,34.00,472.04,
1,1184.00,108.84,
11,71.00,2101.75,
1,249.00,2328.76,
1,103.00,2154.69,
2,915.00,789.62,
10,1147.00,438.72,
4,246.00,1001.07,
11,391.00,140.58,
13,320.00,1247.43,
4,1032.00,121.70,
11,326.00,498.04,
7,759.00,773.36,
4,1187.00,1335.30,
4,626.00,2082.51,
12,614.00,39.75,
7,255.00,2437.34,
8,653.00,1453.58,
8,721.00,1711.22,
2,875.00,1340.46,
14,660.00,2433.16,
7,491.00,978.73,
7,362.00,1906.55,
12,943.00,2492.82,
8,835.00,197.42,
14,223.00,1156.45,
9,29.00,1284.37,
10,707.00,1223.95,
1,828.00,1737.84,
4,621.00,898.67,
5,757.00,1585.22,
2,937.00,1100.26,
12,656.00,2004.69,
14,721.00,1342.29,
10,1005.00,1746.43,
7,1000.00,2030.38,
8,623.00,1849.93,
13,106.00,815.99,
9,323.00,2259.70,
5,707.00,2104.49,
11,479.00,829.80,
5,68.00,1979.74,
6,1051.00,107.89,
7,510.00,1979.21,
14,1149.00,2124.67,
13,598.00,1147.08,
12,953.00,1291.09,
3,531.00,1260.70,
4,35.00,856.02,
1,1022.00,1533.19,
6,601.00,1661.23,
13,495.00,986.29,
14,93.00,1958.06,
2,654.00,227.42,
7,546.00,984.13,
2,336.00,555.15,
5,1075.00,776.75,
12,1090.00,942.16,
6,305.00,1294.05,
9,273.00,1888.03,
13,299.00,286.52,
11,295.00,12.78,
7,384.00,2281.12,
4,93.00,2431.68,
13,954.00,299.49,
4,346.00,1935.87,
4,897.00,890.64,
13,952.00,2128.23,
4,821.00,2413.28,
4,420.00,239.92,
1,354.00,2099.13,
5,954.00,1472.48,
3,210.00,1311.76,
13,989.00,331.68,
3,1004.00,1666.11,
5,488.00,1889.77,
12,472.00,474.98,
4,585.00,179.68,
2,305.00,578.99,
13,562.00,2363.68,
9,432.00,451.06,
5,823.00,2394.78,
12,762.00,1900.94,
10,162.00,2073.88,
9,75.00,2295.44,
9,1190.00,1720.90,
12,188.00,272.21,
3,234.00,1456.02,
7,24.00,2182.62,
9,20.00,1047.80,
10,1177.00,277.70,
1,681.00,610.25,
13,705.00,1071.38,
10,450.00,1917.69,
4,253.00,1671.06,
5,83.00,61.56,
7,1052.00,269.59,
4,747.00,1305.34,
9,107.00,1509.79,
13,353.00,468.53,
6,1190.00,1731.38,
6,410.00,498.59,
6,382.00,117.77,
2,677.00,1224.15,
2,121.00,1831.62,
9,933.00,1940.54,
1,1082.00,1939.19,
2,59.00,1342.27,
13,840.00,1177.06,
7,1200.00,1173.77,
14,479.00,1191.27,
1,685.00,1880.09,
1,566.00,1019.05,
2,618.00,431.10,
7,747.00,1053.41,
13,825.00,557.21,
12,457.00,2495.70,
4,26.00,182.99,
12,458.00,2007.57,
11,616.00,1199.69,
10,666.00,2047.25,
7,217.00,1808.58,
6,1028.00,2463.13,
10,460.00,479.20,
3,922.00,26.49,
11,569.00,1843.03,
11,471.00,1327.03,
4,861.00,2209.96,
1,1162.00,2253.37,
2,32.00,1611.20,
4,193.00,2265.14,
9,450.00,690.66,
2,57.00,891.51,
13,528.00,1799.12,
8,520.00,639.39,
6,394.00,964.15,
1,788.00,2496.71,
13,390.00,169.30,
7,910.00,56.40,
5,399.00,2225.31,
14,1060.00,2256.12,
14,665.00,488.40,
3,460.00,383.71,
9,53.00,1187.48,
6,976.00,285.17,
11,72.00,1414.53,
3,784.00,2129.12,
10,1150.00,149.18,
5,859.00,1947.08,
9,73.00,1253.79,
4,601.00,2415.07,
14,661.00,1472.90,
5,509.00,2296.43,
14,319.00,238.36,
10,605.00,894.97,
13,1119.00,1426.61,
7,686.00,629.70,
9,170.00,1587.64,
9,1134.00,645.23,
7,556.00,660.74,
2,186.00,1894.99,
10,369.00,1049.16,
2,314.00,1010.70,
5,406.00,2138.42,
4,998.00,119.09,
11,79.00,1026.73,
9,283.00,688.67,
2,1120.00,900.38,
4,528.00,1721.31,
2,1159.00,301.88,
8,320.00,1019.80,
13,919.00,1749.86,
7,548.00,186.40,
